Index,Image,Score
0,game_0830.jpg,0.5
1,game_1109.jpg,2.5
2,movie_0298.jpg,2.0
3,movie_1625.jpg,3.0
4,movie_1682.jpg,4.0
5,movie_2412.jpg,5.0
6,game_0862.jpg,2.0
7,game_2862.jpg,2.5
8,game_1795.jpg,3.0
9,game_2897.jpg,2.1
10,movie_1435.jpg,2.5
11,game_0838.jpg,2.5
12,game_2193.jpg,2.5
13,movie_0018.jpg,2.5
14,movie_1824.jpg,2.5
15,game_0037.jpg,2.5
16,game_1164.jpg,2.5
17,movie_0457.jpg,2.5
18,movie_0576.jpg,2.5
19,movie_1462.jpg,2.5
20,game_1724.jpg,2.5
21,game_1009.jpg,2.5
22,game_1407.jpg,2.5
23,game_2142.jpg,2.5
24,movie_2715.jpg,2.5
25,game_1550.jpg,2.5
26,game_1323.jpg,2.5
27,game_1887.jpg,2.5
28,game_1599.jpg,2.5
29,movie_2906.jpg,2.5
30,game_1770.jpg,4.0
31,movie_0023.jpg,3.0
32,game_1867.jpg,2.0
33,movie_1843.jpg,1.0
34,game_0600.jpg,0.0
35,game_2012.jpg,1.3
36,movie_0755.jpg,2.0
