Index,Image,Score
0,movie_1682.jpg,3.8
1,game_0862.jpg,3.3
2,game_1795.jpg,2.9
3,game_1009.jpg,3.6
4,game_0600.jpg,2.2
5,movie_0755.jpg,3.3
6,game_0798.jpg,3.5
7,game_2335.jpg,2.0
8,movie_2057.jpg,3.0
9,game_2864.jpg,2.7
10,movie_1896.jpg,3.1
11,movie_0313.jpg,3.7
12,movie_2450.jpg,3.3
13,game_1826.jpg,1.3
14,game_2100.jpg,3.3
15,game_1776.jpg,2.2
16,movie_1796.jpg,3.1
17,game_0936.jpg,2.3
18,game_0704.jpg,2.8
19,movie_1546.jpg,3.3
20,movie_1168.jpg,3.2
21,movie_1312.jpg,3.0
22,game_0258.jpg,3.2
23,game_2974.jpg,3.1
24,game_2238.jpg,2.8
25,movie_0953.jpg,3.3
26,movie_2468.jpg,4.3
27,movie_0507.jpg,3.6
28,movie_2148.jpg,3.4
29,game_2952.jpg,2.8
30,game_0379.jpg,2.8
31,game_0938.jpg,2.2
32,game_0491.jpg,1.0
33,game_2490.jpg,2.9
34,game_0941.jpg,3.2
35,game_2190.jpg,1.9
36,movie_2569.jpg,4.0
37,game_2800.jpg,2.9
38,movie_1805.jpg,3.2
39,game_1389.jpg,2.9
40,movie_1088.jpg,3.2
41,game_0014.jpg,2.8
42,movie_0513.jpg,3.4
43,movie_1002.jpg,2.8
44,movie_2251.jpg,3.3
45,movie_2395.jpg,3.6
46,movie_1433.jpg,2.2
47,game_1877.jpg,3.8
48,game_0944.jpg,2.1
49,movie_0071.jpg,2.9
50,movie_1585.jpg,3.1
51,movie_1863.jpg,2.7
52,movie_2225.jpg,2.8
53,game_0557.jpg,3.2
54,movie_1222.jpg,3.0
55,movie_1806.jpg,3.3
56,movie_0710.jpg,3.0
57,movie_0462.jpg,2.8
58,movie_1446.jpg,2.4
59,movie_0542.jpg,2.7
60,movie_1914.jpg,3.2
61,movie_0047.jpg,3.8
62,movie_2120.jpg,3.2
63,game_1892.jpg,2.3
64,movie_1808.jpg,2.8
65,movie_0229.jpg,3.4
66,movie_1837.jpg,3.3
67,movie_1238.jpg,3.6
68,movie_0038.jpg,3.7
69,game_2303.jpg,2.7
70,movie_2272.jpg,3.8
71,movie_0782.jpg,4.0
72,movie_2296.jpg,4.2
73,game_0323.jpg,2.7
74,movie_1613.jpg,3.4
75,game_0143.jpg,2.8
76,game_0267.jpg,3.0
77,game_2734.jpg,2.3
78,movie_2387.jpg,4.2
79,game_1945.jpg,2.7
80,movie_2328.jpg,3.0
81,game_0206.jpg,2.3
82,game_0954.jpg,2.8
83,game_0520.jpg,2.1
84,game_0896.jpg,0.9
85,movie_2492.jpg,4.0
86,movie_1443.jpg,3.5
87,movie_1524.jpg,3.2
88,movie_1165.jpg,3.6
89,movie_1859.jpg,3.7
90,game_0831.jpg,2.8
91,movie_2528.jpg,3.0
92,game_0428.jpg,2.8
93,movie_2230.jpg,3.3
94,movie_2517.jpg,3.8
95,game_2353.jpg,2.2
96,movie_2316.jpg,4.4
97,game_0445.jpg,2.0
98,game_2246.jpg,2.7
99,movie_1098.jpg,3.2
100,movie_1871.jpg,2.0
101,movie_2003.jpg,2.9
102,game_2825.jpg,2.8
103,game_2972.jpg,1.0
104,game_0998.jpg,2.8
105,movie_0706.jpg,3.5
106,game_2350.jpg,2.9
107,movie_2020.jpg,2.6
108,game_2907.jpg,2.0
109,movie_1563.jpg,3.1
110,movie_1353.jpg,3.2
111,movie_1173.jpg,3.3
112,game_2222.jpg,2.2
113,game_2534.jpg,2.7
114,game_2693.jpg,3.0
115,game_0964.jpg,3.3
116,movie_2217.jpg,3.3
117,game_1484.jpg,2.9
118,movie_1924.jpg,3.5
119,movie_2087.jpg,3.4
120,game_1006.jpg,3.1
121,game_0350.jpg,0.9
122,movie_1516.jpg,2.7
123,movie_2590.jpg,3.0
124,movie_2389.jpg,4.3
125,game_2971.jpg,3.0
126,movie_1030.jpg,3.4
127,movie_1996.jpg,2.7
128,game_2691.jpg,3.8
129,movie_1995.jpg,3.2
130,game_0414.jpg,2.8
131,movie_1844.jpg,3.3
132,game_0111.jpg,2.3
133,movie_2150.jpg,3.3
134,movie_2287.jpg,3.4
135,movie_2552.jpg,4.0
136,movie_0499.jpg,3.3
137,movie_1535.jpg,3.4
138,movie_1412.jpg,3.6
139,movie_0918.jpg,3.0
140,movie_1683.jpg,3.2
141,movie_1973.jpg,3.2
